code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
DDD,2013J,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass
DDD,2013J,F,Scotland,HE Qualification,90-100%,0-35,0,240,Y,Pass
DDD,2013J,M,Scotland,A Level or Equivalent,10-20,35-55,1,60,Y,Pass
DDD,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,1,150,N,Fail
DDD,2013J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
DDD,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,Y,Fail
DDD,2013J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
DDD,2013J,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2013J,M,South East Region,HE Qualification,50-60%,35-55,0,60,N,Pass
DDD,2013J,M,East Anglian Region,HE Qualification,40-50%,35-55,1,160,N,Pass
DDD,2013J,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
DDD,2013J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
DDD,2013J,M,South Region,Lower Than A Level,90-100%,35-55,0,70,N,Pass
DDD,2013J,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Fail
DDD,2013J,F,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,Fail
DDD,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
DDD,2013J,F,Scotland,Lower Than A Level,20-30%,35-55,1,120,N,Fail
DDD,2013J,M,London Region,HE Qualification,0-10%,35-55,0,90,N,Fail
DDD,2013J,F,North Region,Lower Than A Level,Unknown,0-35,0,60,N,Fail
DDD,2013J,M,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Fail
DDD,2013J,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
DDD,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
DDD,2013J,F,South Region,Lower Than A Level,30-40%,0-35,0,120,Y,Fail
DDD,2013J,M,North Region,HE Qualification,Unknown,35-55,0,60,N,Pass
DDD,2013J,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
DDD,2013J,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Fail
DDD,2013J,M,Scotland,Lower Than A Level,10-20,0-35,1,60,N,Fail
DDD,2013J,M,South Region,HE Qualification,90-100%,0-35,1,90,N,Fail
DDD,2013J,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
DDD,2013J,M,North Western Region,Lower Than A Level,20-30%,0-35,1,90,N,Fail
DDD,2013J,M,Wales,HE Qualification,10-20,35-55,0,60,N,Fail
DDD,2013J,F,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail
DDD,2013J,F,North Western Region,HE Qualification,50-60%,35-55,0,60,N,Fail
DDD,2013J,F,Scotland,HE Qualification,50-60%,35-55,1,60,Y,Pass
DDD,2013J,M,South Region,Lower Than A Level,40-50%,35-55,1,60,N,Fail
DDD,2013J,M,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
DDD,2013J,F,North Western Region,Lower Than A Level,0-10%,35-55,1,60,N,Fail
DDD,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
DDD,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
DDD,2013J,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
DDD,2013J,F,South Region,HE Qualification,50-60%,35-55,0,60,N,Fail
DDD,2013J,M,South Region,A Level or Equivalent,80-90%,35-55,1,90,N,Pass
DDD,2013J,M,North Western Region,HE Qualification,90-100%,35-55,0,90,N,Fail
DDD,2013J,M,South East Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass
DDD,2013J,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
DDD,2013J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail
DDD,2013J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail
DDD,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail
DDD,2013J,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
DDD,2013J,M,West Midlands Region,HE Qualification,30-40%,0-35,1,150,N,Pass
DDD,2013J,M,North Western Region,A Level or Equivalent,0-10%,0-35,2,60,N,Pass
DDD,2013J,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
DDD,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Fail
DDD,2013J,M,Scotland,Lower Than A Level,50-60%,0-35,1,60,N,Fail
DDD,2013J,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
DDD,2013J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
DDD,2013J,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Fail
DDD,2013J,M,South West Region,Lower Than A Level,10-20,0-35,1,60,N,Fail
DDD,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail
DDD,2013J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail
DDD,2013J,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail
DDD,2013J,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2013J,M,Scotland,Lower Than A Level,40-50%,0-35,1,120,N,Pass
DDD,2013J,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
DDD,2013J,F,London Region,A Level or Equivalent,80-90%,0-35,1,60,N,Fail
DDD,2013J,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
DDD,2013J,F,South West Region,Lower Than A Level,80-90%,0-35,1,210,N,Pass
DDD,2013J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass
DDD,2013J,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
DDD,2013J,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail
DDD,2013J,M,Scotland,Lower Than A Level,40-50%,35-55,0,70,N,Pass
DDD,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,2,120,N,Fail
DDD,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
DDD,2013J,F,Scotland,Lower Than A Level,0-10%,35-55,2,120,Y,Fail
DDD,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
DDD,2013J,M,Scotland,A Level or Equivalent,80-90%,0-35,1,60,N,Fail
DDD,2013J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Fail
DDD,2013J,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail
DDD,2013J,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
DDD,2013J,M,West Midlands Region,HE Qualification,80-90%,0-35,0,90,N,Fail
DDD,2013J,F,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
DDD,2013J,F,South Region,A Level or Equivalent,30-40%,35-55,2,60,N,Pass
DDD,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,2,60,N,Fail
DDD,2013J,M,East Anglian Region,Lower Than A Level,50-60%,35-55,2,60,N,Pass
DDD,2013J,M,Scotland,A Level or Equivalent,50-60%,35-55,1,60,N,Fail
DDD,2013J,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
DDD,2013J,F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
DDD,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
DDD,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,2,100,N,Fail
DDD,2013J,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
DDD,2013J,M,South Region,A Level or Equivalent,60-70%,35-55,0,330,N,Fail
DDD,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,N,Fail
DDD,2013J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
DDD,2013J,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Fail
DDD,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,120,N,Fail
DDD,2013J,F,North Western Region,Lower Than A Level,20-30%,0-35,1,60,Y,Pass
DDD,2013J,F,South Region,A Level or Equivalent,90-100%,55_or_more,0,60,N,Pass
DDD,2013J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail
DDD,2014B,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass
DDD,2014B,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
DDD,2014B,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,1,120,N,Fail
DDD,2014B,M,West Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Fail
DDD,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail
DDD,2014B,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
DDD,2014B,M,Ireland,HE Qualification,Unknown,0-35,0,90,N,Fail
DDD,2014B,M,East Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Fail
DDD,2014B,F,South West Region,HE Qualification,0-10%,0-35,0,60,N,Pass
DDD,2014B,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
DDD,2014B,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2014B,M,Wales,Lower Than A Level,90-100%,0-35,1,60,N,Fail
DDD,2014B,M,South Region,HE Qualification,40-50%,0-35,0,60,N,Fail
DDD,2014B,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
DDD,2014B,M,Wales,Lower Than A Level,50-60%,0-35,0,180,N,Fail
DDD,2014B,M,West Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass
DDD,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
DDD,2014B,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
DDD,2014B,M,South West Region,Lower Than A Level,80-90%,0-35,2,150,N,Fail
DDD,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
DDD,2014B,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Fail
DDD,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,4,210,N,Fail
DDD,2014B,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,150,Y,Fail
DDD,2014B,M,Wales,HE Qualification,30-40%,35-55,0,150,N,Pass
DDD,2014B,M,North Region,A Level or Equivalent,Unknown,35-55,1,120,N,Pass
DDD,2014B,F,Scotland,HE Qualification,10-20,35-55,1,195,N,Fail
DDD,2014B,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Fail
DDD,2014B,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass
DDD,2014B,F,North Western Region,Lower Than A Level,10-20,0-35,1,180,N,Pass
DDD,2014B,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass
DDD,2014B,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
DDD,2014B,F,Scotland,HE Qualification,20-30%,0-35,1,240,N,Fail
DDD,2014B,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
DDD,2014B,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail
DDD,2014B,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Fail
DDD,2014B,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
DDD,2014B,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail
DDD,2014B,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,60,Y,Fail
DDD,2014B,M,Ireland,A Level or Equivalent,Unknown,0-35,0,60,N,Pass
DDD,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,1,100,Y,Fail
DDD,2014B,F,London Region,HE Qualification,20-30%,0-35,1,60,Y,Fail
DDD,2014B,F,North Western Region,Lower Than A Level,30-40%,35-55,0,210,Y,Fail
DDD,2014B,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
DDD,2014B,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
DDD,2014B,F,East Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail
DDD,2014B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,2,60,N,Fail
DDD,2014B,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail
DDD,2014B,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
DDD,2014B,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
DDD,2014B,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
DDD,2014B,F,West Midlands Region,Lower Than A Level,30-40%,0-35,2,60,N,Fail
DDD,2014B,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,120,N,Fail
DDD,2014B,M,West Midlands Region,Lower Than A Level,10-20,0-35,3,150,N,Fail
DDD,2014B,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
DDD,2014B,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
DDD,2014B,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
DDD,2014B,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2014B,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail
DDD,2014B,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Fail
DDD,2014B,F,South West Region,A Level or Equivalent,80-90%,35-55,4,80,Y,Fail
DDD,2014B,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,210,N,Fail
DDD,2014B,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail
DDD,2014B,F,North Region,HE Qualification,40-50%,35-55,0,60,N,Fail
DDD,2014B,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Fail
DDD,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail
DDD,2014B,M,Scotland,Post Graduate Qualification,60-70%,35-55,1,150,N,Fail
DDD,2014B,F,West Midlands Region,HE Qualification,10-20,35-55,0,270,N,Fail
DDD,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Fail
DDD,2014B,M,North Region,HE Qualification,10-20,0-35,0,60,N,Pass
DDD,2014B,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
DDD,2014B,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,135,N,Fail
DDD,2014B,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
DDD,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
DDD,2014B,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass
DDD,2014B,M,South Region,HE Qualification,90-100%,35-55,0,90,N,Fail
DDD,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,N,Fail
DDD,2014B,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
DDD,2014B,F,South West Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail
DDD,2014B,M,North Region,Lower Than A Level,Unknown,0-35,0,60,N,Fail
DDD,2014B,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,N,Fail
DDD,2014B,F,South East Region,Lower Than A Level,10-20,35-55,0,60,Y,Fail
DDD,2014B,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
DDD,2014B,M,South Region,HE Qualification,30-40%,0-35,0,60,N,Fail
DDD,2014B,M,West Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Fail
DDD,2014B,F,East Midlands Region,Lower Than A Level,40-50%,35-55,1,60,N,Fail
DDD,2014B,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,60,N,Fail
DDD,2014B,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
DDD,2014B,F,South Region,HE Qualification,80-90%,35-55,1,150,N,Fail
DDD,2014B,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
DDD,2014B,M,London Region,A Level or Equivalent,90-100%,0-35,1,120,N,Pass
DDD,2014B,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
DDD,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,1,540,N,Fail
DDD,2014B,F,London Region,A Level or Equivalent,30-40%,0-35,0,135,N,Fail
DDD,2014B,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
DDD,2014B,F,South Region,HE Qualification,60-70%,0-35,1,180,N,Fail
DDD,2014B,M,Ireland,Lower Than A Level,70-80%,0-35,0,120,N,Fail
DDD,2014B,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Pass
DDD,2014B,F,Ireland,HE Qualification,60-70%,0-35,0,60,N,Fail
DDD,2014B,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
DDD,2014B,M,North Region,Lower Than A Level,80-90%,0-35,2,120,N,Pass
DDD,2014B,F,South West Region,Lower Than A Level,30-40%,0-35,0,90,Y,Fail
DDD,2014B,M,Scotland,Post Graduate Qualification,80-90%,0-35,1,150,N,Fail
DDD,2014B,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
DDD,2014B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
DDD,2014B,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,Y,Pass
DDD,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,1,120,N,Fail
DDD,2014B,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
DDD,2014B,F,East Midlands Region,Lower Than A Level,40-50%,0-35,6,120,N,Fail
DDD,2014B,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail
DDD,2014B,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
DDD,2014B,F,East Anglian Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail
DDD,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail
DDD,2014B,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
DDD,2014B,F,South East Region,A Level or Equivalent,50-60%,0-35,2,120,N,Fail
DDD,2014B,M,South West Region,HE Qualification,60-70%,35-55,2,120,N,Fail
DDD,2014B,M,London Region,No Formal quals,20-30%,35-55,2,150,N,Fail
DDD,2014B,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2014B,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,180,Y,Fail
DDD,2014B,M,London Region,Lower Than A Level,30-40%,35-55,0,180,N,Fail
DDD,2014B,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail
DDD,2014B,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,3,90,N,Pass
DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
DDD,2014B,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
DDD,2014B,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
DDD,2014B,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
DDD,2014B,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
DDD,2014B,M,Wales,Lower Than A Level,50-60%,0-35,0,90,N,Fail
DDD,2014B,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,Y,Fail
DDD,2014B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,70,N,Pass
DDD,2014B,F,South Region,Lower Than A Level,80-90%,0-35,2,60,N,Fail
DDD,2014B,F,South East Region,HE Qualification,40-50%,35-55,0,60,N,Fail
DDD,2014B,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
DDD,2014B,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
DDD,2014B,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
DDD,2014B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Fail
DDD,2014B,M,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail
DDD,2014B,F,Scotland,HE Qualification,10-20,0-35,0,135,N,Fail
DDD,2014B,F,South Region,Lower Than A Level,80-90%,0-35,1,120,N,Fail
DDD,2014B,M,South West Region,A Level or Equivalent,70-80%,0-35,2,90,N,Fail
DDD,2014B,M,East Anglian Region,A Level or Equivalent,10-20,35-55,2,60,N,Fail
DDD,2014B,M,North Region,Lower Than A Level,Unknown,0-35,0,120,N,Pass
DDD,2014B,M,North Region,HE Qualification,Unknown,35-55,0,60,N,Fail
DDD,2014B,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
DDD,2014B,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass
DDD,2014B,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass
DDD,2014B,F,South East Region,HE Qualification,20-30%,35-55,0,150,N,Fail
DDD,2014B,M,West Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail
DDD,2014B,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
DDD,2014B,M,South Region,A Level or Equivalent,90-100%,35-55,2,120,N,Fail
DDD,2014B,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
DDD,2014B,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
DDD,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
DDD,2014B,M,Scotland,Lower Than A Level,80-90%,0-35,1,180,N,Fail
DDD,2014B,F,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
DDD,2014B,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
DDD,2014B,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Fail
DDD,2014B,M,East Anglian Region,HE Qualification,20-30%,35-55,0,60,N,Pass
DDD,2014B,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,120,N,Fail
DDD,2014B,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
DDD,2014B,F,South West Region,A Level or Equivalent,40-50%,35-55,0,160,N,Pass
DDD,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass
DDD,2014B,F,London Region,A Level or Equivalent,70-80%,35-55,1,60,N,Fail
DDD,2014B,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
DDD,2014B,F,Wales,HE Qualification,60-70%,35-55,1,60,N,Fail
DDD,2014B,M,London Region,HE Qualification,10-20,0-35,0,60,N,Fail
DDD,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,70,N,Pass
DDD,2014B,F,South West Region,Lower Than A Level,0-10%,35-55,2,60,Y,Fail
DDD,2014B,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
DDD,2014B,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
DDD,2014B,F,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Fail
DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,150,N,Pass
DDD,2014B,F,East Anglian Region,Lower Than A Level,40-50%,0-35,4,60,N,Fail
DDD,2014B,M,East Anglian Region,Lower Than A Level,30-40%,0-35,2,120,N,Fail
DDD,2014B,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
DDD,2014B,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass
DDD,2014B,M,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
DDD,2014B,F,Ireland,A Level or Equivalent,0-10%,0-35,3,60,N,Fail
DDD,2014B,F,North Region,A Level or Equivalent,Unknown,0-35,0,60,N,Pass
DDD,2014B,F,London Region,Lower Than A Level,20-30%,0-35,3,60,N,Fail
DDD,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,150,N,Fail
DDD,2014B,M,North Region,Lower Than A Level,80-90%,0-35,2,60,N,Fail
DDD,2014B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,2,150,Y,Fail
DDD,2014B,F,East Anglian Region,Lower Than A Level,10-20,0-35,1,90,N,Fail
DDD,2014B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
DDD,2014B,M,Wales,Lower Than A Level,30-40%,0-35,1,120,N,Fail
DDD,2014B,F,Wales,HE Qualification,40-50%,35-55,2,120,N,Fail
DDD,2014B,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
DDD,2014B,M,Wales,HE Qualification,90-100%,35-55,0,90,N,Fail
DDD,2014B,F,North Region,HE Qualification,Unknown,0-35,1,150,N,Pass
DDD,2014B,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
DDD,2014B,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,120,N,Fail
DDD,2014B,M,South Region,A Level or Equivalent,50-60%,0-35,3,120,N,Fail
DDD,2014B,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
DDD,2014B,F,Wales,No Formal quals,30-40%,35-55,0,90,N,Fail
DDD,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,330,Y,Fail
DDD,2014B,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
DDD,2014B,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail
DDD,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
DDD,2014B,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Fail
DDD,2014B,M,East Midlands Region,Lower Than A Level,10-20,0-35,2,120,Y,Fail
DDD,2014B,F,South Region,A Level or Equivalent,70-80%,0-35,1,120,N,Fail
DDD,2014B,M,Scotland,Lower Than A Level,0-10%,0-35,1,60,N,Pass
DDD,2014B,F,North Region,A Level or Equivalent,Unknown,0-35,1,60,N,Pass
DDD,2014B,M,West Midlands Region,Lower Than A Level,60-70%,0-35,2,120,N,Pass
DDD,2014B,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
DDD,2014B,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
